setid,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
xGZfp,Tao et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,38,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,
HDsrf,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
glAmA,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
YKval,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
SrDtG,Kaur et al. (2023),Refractive index,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,,
ZALiF,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
NsUmI,Oliveira et al. (2015),Refractive index,Liquid,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ivvdc,Wang et al. (2016b),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
ZhZGW,Yu et al. (2011a),Refractive index,Liquid,AAGIBL,CO,methanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
povKD,Yu et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,,
WcalM,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
NUERl,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
KKZcO,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
bVryZ,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
kFuXU,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
QYuYu,Bastos et al. (2015),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,
btSMV,Lv et al. (2010),Refractive index,Liquid mixture 2,Liquid mixture 1,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
cVbeb,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
Wtkro,Lv et al. (2010),Refractive index,Liquid mixture 2,Liquid mixture 1,,34,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
JWwqO,Alcalde et al. (2018),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,,
Sxdin,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
BsbDh,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
ouNYE,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
KBWuv,Narsimlu et al. (2019),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
XZraC,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
lhbxz,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
oPBVp,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
KbwIk,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
VEUhY,Alkhaldi et al. (2017a),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
tYMuw,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
RmZlA,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
xrkzv,Ciocirlan et al. (2014),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
rIsKe,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IwSbS,Teodorescu (2015),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,,,,
VctzS,Wang et al. (2016b),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zbcaw,Wang et al. (2016b),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
uvBYJ,Arosa et al. (2018),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,,,,
soYAr,Arosa et al. (2018),Refractive index,Liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,,
vmDEL,Arosa et al. (2018),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,,
ruvut,Arosa et al. (2018),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
xXPkA,Arosa et al. (2018),Refractive index,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
AbMQi,Arosa et al. (2018),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
YWsvA,Arosa et al. (2018),Refractive index,Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
dUWfL,Arosa et al. (2018),Refractive index,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
UzdgW,Arosa et al. (2018),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,,,,
xNCST,Arosa et al. (2018),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
MmmuJ,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
UYNDF,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
pjCsg,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
zBlrU,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTYy,CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
EloYO,Yin et al. (2013),Refractive index,Liquid,ABKiHk,O=C([O-])[O-].[Cs+].[Cs+],cesium carbonate,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,
ryKJK,Yin et al. (2013),Refractive index,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAnCNp,C=CC[n+]1ccn(C)c1.[Br-],1-allyl-3-methylimidazolium bromide,
IShEG,Yin et al. (2013),Refractive index,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
GxgEc,Yin et al. (2013),Refractive index,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,
BnRGb,Yin et al. (2013),Refractive index,Liquid,AAsVDg,O=C([O-])[O-].[Rb+].[Rb+],rubidium carbonate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,
BfwhF,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
WzceG,Wu et al. (2010),Refractive index,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,,
fJuli,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,,
WRfXm,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONVE,CCCCO,butan-1-ol,,,,
xUEEi,Kaneko et al. (2018a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
Uysfs,Mjalli et al. (2014b),Refractive index,Liquid,AActxI,OCCOCCOCCO,triethylene glycol,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,,,,
eOGFK,Shekaari et al. (2016d),Refractive index,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,,
ibmBo,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
diVqJ,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
iZnFh,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
zGupy,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,,
cONXm,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
jlQnI,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
FKvWs,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
ifOXy,Nowosielski et al. (2020),Refractive index,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,,,,
Ltqap,Nowosielski et al. (2020),Refractive index,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,,,,
XQEvQ,Nowosielski et al. (2023),Refractive index,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AAOXUk,CNCCO,2-(methylamino)ethanol,,,,
GTKnv,Nowosielski et al. (2023),Refractive index,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAOXUk,CNCCO,2-(methylamino)ethanol,,,,
Lcwvs,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
RxNXm,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
xZUZj,Shekaari et al. (2019d),Refractive index,Liquid,ABLwHW,CCCCCCCCn1cc[n+](C)c1.O=C([O-])c1ccccc1O,1-methyl-3-octyl-1H-imidazolium 2-hydroxybenzoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,
AMjyi,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
eVPSY,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
kjZSY,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
uJDcY,Ali et al. (2007),Refractive index,Liquid,AADYJk,O,water,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
qNPCW,Tong et al. (2011b),Refractive index,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,,
xhdob,Balchandani et al. (2020),Refractive index,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,,
FaKWu,Balchandani et al. (2022),Refractive index,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AATNpp,CC1CNCCN1,2-methylpiperazine,AADYJk,O,water,
Pwghw,Kaneko et al. (2018a),Refractive index,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AADYJk,O,water,,,,
zGbSI,Oliveira et al. (2015),Refractive index,Liquid,AAPomr,CC(=O)[O-].[Na+],sodium ethanoate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
RSJGi,Oliveira et al. (2015),Refractive index,Liquid,AAYXWt,CCS(=O)(=O)[O-].[NH4+],ammonium ethanesulfonate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
GrKsJ,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
DtifS,Shekaari et al. (2019a),Refractive index,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABGbJt,CCCCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-hexyl-3-methylimidazolium salicylate,AADYJk,O,water,
YXxlj,Shekaari et al. (2019a),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABGbJt,CCCCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-hexyl-3-methylimidazolium salicylate,AADYJk,O,water,
vIJom,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
HdVrp,Shekaari et al. (2019d),Refractive index,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,
QMxsr,Zafarani-Moattar et al. (2019b),Refractive index,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AADYJk,O,water,,,,
CKQiu,Bandres et al. (2010a),Refractive index,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,,
yZWnp,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
Mjmuv,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
tEYnP,Garcia-Mardones et al. (2012c),Refractive index,Liquid,ABcDsh,CCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
Igrkm,Garcia-Mardones et al. (2012c),Refractive index,Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
RjlNx,Reinado et al. (2022),Refractive index,Metastable liquid,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
eIpIx,Reinado et al. (2022),Refractive index,Liquid,ABhYBm,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexylpyridinium bis(trifluromethylsulfonyl)imide,,,,,,,
pnVbh,Reinado et al. (2022),Refractive index,Liquid,AAwOrj,CCCCCC[n+]1ccccc1.F[B-](F)(F)F,1-hexylpyridinium tetrafluoroborate,,,,,,,
NEduy,Shekaari et al. (2016c),Refractive index,Liquid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,,,,
EVHUF,Velho et al. (2024),Refractive index,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",,,,,,,
qghXL,Li et al. (2019e),Refractive index,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
rwImU,Li et al. (2019e),Refractive index,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAzRcq,O=S(=O)([O-])[O-].[Rb+].[Rb+],rubidium sulfate,AADYJk,O,water,
