setid,reference,property,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oZnlA,Xenopoulous et al. (1992),Normal melting temperature,Crystal,ABofoF,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[I-],tetrahexylammonium iodide,,,,,,
nExhn,Xenopoulous et al. (1992),Normal melting temperature,Crystal,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,,,,
TKYol,Xue and Shreeve (2005),Normal melting temperature,Crystal,AAweNU,C[n+]1cn(CCN=[N+]=[N-])cn1.[O-]Cl(=O)(=O)=O,"4-(2-azidoethyl)-1-methyl-4H-1,2,4-triazol-1-ium perchlorate",,,,,,
FQWiL,Xue and Shreeve (2005),Normal melting temperature,Crystal,AAwoVN,[N-]=[N+]=NCC[n+]1cn(N)cn1.[O-]Cl(=O)(=O)=O,"4-amino-1-(2-azidoethyl)-4H-1,2,4-triazol-1-ium perchlorate",,,,,,
rKwzR,Xue and Shreeve (2005),Normal melting temperature,Crystal,AApdxw,O=[N+]([O-])[O-].[N-]=[N+]=NCC[n+]1cn(N)cn1,"4-amino-1-(2-azidoethyl)-4H-1,2,4-triazol-1-ium nitrate",,,,,,
CVqWz,Xue and Shreeve (2005),Normal melting temperature,Crystal,AAudfr,O=[N+]([O-])[O-].[N-]=[N+]=NCCN1C=[NH+]C(N=[N+]=[N-])=N1,"3-azido-1-(2-azidoethyl)-1H-1,2,4-triazol-1-ium nitrate",,,,,,
QUOhr,Xue and Shreeve (2005),Normal melting temperature,Crystal,AAttpO,[O-][Cl](=O)(=O)=O.[N-]=[N+]=NCCN1C=[NH+]C=N1,"1-(2-azidoethyl)-1H-1,2,4-triazol-1-ium perchlorate",,,,,,
UvLoJ,Xue and Shreeve (2005),Normal melting temperature,Crystal,AAmjQu,[O-][N+]([O-])=O.[N-]=[N+]=NCCN1C=[NH+]C=N1,"1-(2-azidoethyl)-1H-1,2,4-triazol-1-ium nitrate",,,,,,
SeWwe,Xue and Shreeve (2005),Normal melting temperature,Crystal,AAweqq,Cn1cn[n+](CCN=[N+]=[N-])c1.[O-]Cl(=O)(=O)=O,"1-(2-azidoethyl)-4-methyl-4H-1,2,4-triazol-1-ium perchlorate",,,,,,
EGjzp,Xue and Shreeve (2005),Normal melting temperature,Crystal,AApTeu,Cn1cn[n+](CCN=[N+]=[N-])c1.O=[N+]([O-])[O-],"1-(2-azidoethyl)-4-methyl-1,2,4-triazolium nitrate",,,,,,
XgWsk,Xue and Shreeve (2005),Normal melting temperature,Crystal,AApTYC,C[n+]1cn(CCN=[N+]=[N-])cn1.O=[N+]([O-])[O-],"4-(2-azidoethyl)-1-methyl-4H-1,2,4-triazol-1-ium nitrate",,,,,,
yRHHf,Xue et al. (2004),Normal melting temperature,Crystal,AAiNMT,CC1=[NH+]N(N)NN1C.O=[N+]([O-])[O-],"3-amino-1,5-dimethyl-2,3-dihydro-1H-tetrazol-4-ium nitrate",,,,,,
JQsOn,Xue et al. (2004),Normal melting temperature,Crystal,AApDAZ,Cc1n(C)nn[n+]1N.[O-]Cl(=O)(=O)=O,"4-amino-1,5-dimethyl-1H-tetrazol-4-ium perchlorate",,,,,,
clZrC,Xue et al. (2004),Normal melting temperature,Crystal,AAmJpv,C[n+]1cn(N)cn1.[O-]Cl(=O)(=O)=O,"4-amino-1-methyl-4H-1,2,4-triazol-1-ium perchlorate",,,,,,
FWIUE,Xue et al. (2004),Normal melting temperature,Crystal,AAjZkb,Nn1cn[nH+]c1.[O-]Cl(=O)(=O)=O,"4-amino-1,2,4-triazolium perchlorate",,,,,,
Hlnad,Xue et al. (2004),Normal melting temperature,Crystal,AAcONS,Nn1cn[nH+]c1.O=[N+]([O-])[O-],"4-amino-1,2,4-triazolium nitrate",,,,,,
AimdS,Xue et al. (2004),Normal melting temperature,Crystal,AAmJrp,Cn1cn[n+](N)c1.[O-]Cl(=O)(=O)=O,"1-amino-4-methyl-4H-1,2,4-triazol-1-ium perchlorate",,,,,,
oVNiQ,Xue et al. (2004),Normal melting temperature,Crystal,AAcOQP,NN1C=[NH+]C=N1.O=[N+]([O-])[O-],"1-amino-1H-1,2,4-triazol-1-ium nitrate",,,,,,
rVFdl,Xue et al. (2004),Normal melting temperature,Crystal,AAjZhA,NN1C=[NH+]C=N1.[O-]Cl(=O)(=O)=O,"1-amino-1H-1,2,4-triazol-1-ium perchlorate",,,,,,
EXnug,Xue et al. (2005),Normal melting temperature,Crystal,AAuScN,Cc1n(C)nn[n+]1N.[I-],"4-amino-1,5-dimethyl-1H-tetrazol-4-ium iodide",,,,,,
WxqGr,Xue et al. (2005),Normal melting temperature,Crystal,ABoEJq,Cn1cn[n+](C)c1.I[I-]I,"1,4-dimethyl-4H-1,2,4-triazolium triiodide",,,,,,
weWKK,Xue et al. (2005),Normal melting temperature,Crystal,AAmJpv,C[n+]1cn(N)cn1.[O-]Cl(=O)(=O)=O,"4-amino-1-methyl-4H-1,2,4-triazol-1-ium perchlorate",,,,,,
rIBZE,Xue et al. (2005),Normal melting temperature,Crystal,AArYgy,C[n+]1cn(N)cn1.[I-],"1-methyl-4-amino-1,2,4-triazolium iodide",,,,,,
aAcwg,Xue et al. (2005),Normal melting temperature,Crystal,AApJoy,O=[N+]([O-])[O-].[N-]=[N+]=Nc1nc(N=[N+]=[N-])[nH+][nH]1,"3,5-diazido-1,2,4-triazolium nitrate",,,,,,
sEgey,Xue et al. (2005),Normal melting temperature,Crystal,AAjzmU,[O-][N+]([O-])=O.CC1=[NH+]C(N=[N+]=[N-])=NN1,"3-azido-5-methyl-1H-1,2,4-triazol-1-ium nitrate",,,,,,
YrLzq,Xue et al. (2005),Normal melting temperature,Crystal,AArJLo,CN1C=[NH+]C(N=[N+]=[N-])=N1.[O-]Cl(=O)(=O)=O,"3-azido-1-methyl-1H-1,2,4-triazol-1-ium perchlorate",,,,,,
afONF,Xue et al. (2005),Normal melting temperature,Crystal,AAjzUf,[O-][N+]([O-])=O.CN1C=[NH+]C(N=[N+]=[N-])=N1,"3-azido-1-methyl-1H-1,2,4-triazol-1-ium nitrate",,,,,,
uZtzQ,Xue et al. (2005),Normal melting temperature,Crystal,AAepDn,Cn1cn[n+](C)c1.O=[N+]([O-])[O-],"1,4-dimethyl-4H-1,2,4-triazolium nitrate",,,,,,
UbHyi,Xue et al. (2005),Normal melting temperature,Crystal,AAshsX,CC[n+]1c([N+](=O)[O-])cn(C)c1C.O=[N+]([O-])[O-],"3-ethyl-1,2-dimethyl-4-nitro-1H-imidazol-3-ium nitrate",,,,,,
gHsJj,Xue et al. (2005),Normal melting temperature,Crystal,AAoPDJ,[O-][Cl](=O)(=O)=O.[N-]=[N+]=NC1=[NH+]C=CN1,2-azido-1H-imidazol-1-ium perchlorate,,,,,,
fahih,Xue et al. (2005),Normal melting temperature,Crystal,AAhFwN,[O-][N+]([O-])=O.[N-]=[N+]=NC1=[NH+]C=CN1,2-azido-1H-imidazol-1-ium nitrate,,,,,,
LpmZp,Xue et al. (2005),Normal melting temperature,Crystal,AAhjcL,Cc1nn(C)n[n+]1C.O=[N+]([O-])[O-],"1,3,5-trimethyl-1H-tetrazolium nitrate",,,,,,
Ckuib,Xue et al. (2005),Normal melting temperature,Crystal,AApDAZ,Cc1n(C)nn[n+]1N.[O-]Cl(=O)(=O)=O,"4-amino-1,5-dimethyl-1H-tetrazol-4-ium perchlorate",,,,,,
XxtdU,Xue et al. (2005),Normal melting temperature,Crystal,AAzIGa,Cn1c[n+](C)nc1N=[N+]=[N-].[I-],"3-azido-1,4-dimethyl-4H-1,2,4-triazol-1-ium iodide",,,,,,
bxGRK,Xue et al. (2005),Normal melting temperature,Crystal,AAttSX,Cn1c[n+](C)nc1N=[N+]=[N-].[O-]Cl(=O)(=O)=O,"3-azido-1,4-dimethyl-4H-1,2,4-triazol-1-ium perchlorate",,,,,,
pmSlj,Xue et al. (2005),Normal melting temperature,Crystal,AAmjRY,Cn1c[n+](C)nc1N=[N+]=[N-].O=[N+]([O-])[O-],"3-azido-1,4-dimethyl-4H-1,2,4-triazol-1-ium nitrate",,,,,,
wKHfN,Xue et al. (2005),Normal melting temperature,Crystal,AAoZGI,[O-][Cl](=O)(=O)=O.[N-]=[N+]=NC1=NNC=[NH+]1,"3-azido-1H-1,2,4-triazol-1-ium perchlorate",,,,,,
vKKrp,Xue et al. (2016),Normal melting temperature,Crystal,ABkmlz,CC(C)CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
cDhUd,Xue et al. (2016),Normal melting temperature,Crystal,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
xtqDC,Xue et al. (2016),Normal melting temperature,Crystal,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
tPcMO,Xue et al. (2016),Normal melting temperature,Crystal,ABkmdd,CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-heptyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,,,
IpFlC,Xue et al. (2016),Normal melting temperature,Crystal,ABZxrn,CC(C)n1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
qaYpb,Xue et al. (2016),Normal melting temperature,Crystal,ABchCs,CC(C)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide,,,,,,
JsNBb,Xue et al. (2016),Normal melting temperature,Crystal,ABfREZ,CC(C)CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
jpvIX,Xue et al. (2016),Normal melting temperature,Crystal,ABiCNv,CC(C)CCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
vNoYM,Yamamoto et al. (2017),Normal melting temperature,Crystal,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,,,,,,
XaZgV,Yamamoto et al. (2017),Normal melting temperature,Crystal 1,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,,,,
zsimr,Yamamoto et al. (2020a),Normal melting temperature,Crystal,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,,,,,,
KnNTQ,Yamamoto et al. (2021),Normal melting temperature,Crystal,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,,,,,,
HLGAs,Yamamoto et al. (2021),Normal melting temperature,Crystal,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,,,,
sgdPQ,Yambou et al. (2020),Normal melting temperature,Crystal,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,,,,
JWHUh,Yambou et al. (2020),Normal melting temperature,Crystal,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,,,
vyqcz,Yambou et al. (2020),Normal melting temperature,Crystal,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
NxbVN,Yang and Wang (2010),Normal melting temperature,Crystal,ABuGZK,C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazolium) hexafluorophosphate(V)",,,,,,
HFchS,Yang et al. (2007c),Normal melting temperature,Crystal,AAkOaH,CCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-pentylimidazolium chloride,,,,,,
pBRud,Yang et al. (2009b),Normal melting temperature,Crystal,AAwjax,CC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,1-ethylpyridinium hexafluorophosphate,,,,,,
tYoLW,Yang et al. (2010b),Normal melting temperature,Crystal,AAmoSi,C[NH2+][C@H](C)[C@@H](O)c1ccccc1.[Cl-],ephedrine hydrochloride,,,,,,
iCsJD,Yang et al. (2019d),Normal melting temperature,Crystal,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,,,,,,
gTtRH,Yang et al. (2019f),Normal melting temperature,Crystal 1,AAnDam,O=S(=O)(F)[N-]S(=O)(=O)F.[Na+],sodium bis(fluorosulfonyl)amide,,,,,,
YjuYq,Yang et al. (2019f),Normal melting temperature,Crystal 1,ABEfYI,CC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,N-ethyl-N-methylpyrrolidinium bis(fluorosulfonyl)amide,,,,,,
bIyTq,Yang et al. (2020b),Normal melting temperature,Crystal,ACqiuN,C[N+](C)(C)CCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4-methyl-4-(3-(trimethylammonio)propyl)morpholin-4-ium bis((trifluoromethyl)sulfonyl)amide,,,,,,
ZtkeT,Yang et al. (2020b),Normal melting temperature,Crystal,ACqOqz,C[N+](C)(C)CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-(3-(trimethylammonio)propyl)piperidin-1-ium bis((trifluoromethyl)sulfonyl)amide,,,,,,
JqSdn,Yasuda et al. (2013),Normal melting temperature,Crystal,AAtgFT,CC[NH+](C)CC.O=S(=O)([O-])C(F)(F)F,diethylmethylammonium trifluoromethanesulfonate,,,,,,
QTwWy,Yasuda et al. (2013),Normal melting temperature,Crystal,AAtgky,CCC[NH+](C)C.O=S(=O)([O-])C(F)(F)F,"N,N-dimethylpropan-1-aminium trifluoromethanesulfonate",,,,,,
wDAqe,Yasuda et al. (2013),Normal melting temperature,Crystal,AAtMjG,C=CC[NH+](C)C.O=S(=O)([O-])C(F)(F)F,"N,N-dimethylprop-2-en-1-aminium trifluoromethanesulfonate",,,,,,
BQRUa,Yasuda et al. (2013),Normal melting temperature,Crystal,AAzAdE,CCC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,"N,N-diethylpropan-1-aminium trifluoromethanesulfonate",,,,,,
HTHbO,Yasuda et al. (2013),Normal melting temperature,Crystal,AAzAsH,CCC[NH+](C)CCC.O=S(=O)([O-])C(F)(F)F,N-methyl-N-propylpropan-1-aminium trifluoromethanesulfonate,,,,,,
aZeaD,Yasuda et al. (2013),Normal melting temperature,Crystal,AAyMEa,C=CC[NH+](C)CC=C.O=S(=O)([O-])C(F)(F)F,N-allyl-N-methylprop-2-en-1-aminium trifluoromethanesulfonate,,,,,,
RrNAh,Yasuda et al. (2013),Normal melting temperature,Crystal,AAygCq,C=CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,"N,N-diethylprop-2-en-1-aminium trifluoromethanesulfonate",,,,,,
oebOx,Zaitsau et al. (2013b),Normal melting temperature,Crystal,ABgtMm,Cc1n(C)c2ccccc2[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,2,3-trimethylbenzoimidazolium bis((trifluoromethyl)sulfonyl)amide",,,,,,
FUAIH,Zajac et al. (2019),Normal melting temperature,Crystal,ABngLV,C=Cc1ccc(C[n+]2ccccc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(4'-vinylbenzyl)pyridinium bis(trifluoromethanesulfonyl)amide,,,,,,
kSHOY,Zajac et al. (2019),Normal melting temperature,Crystal,ABoKAL,C=Cc1ccc(Cn2cc[n+](C)c2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-(4'-vinylbenzyl)imidazolium bis(trifluoromethanesulfonyl)amide,,,,,,
wGAwB,Zajac et al. (2019),Normal melting temperature,Crystal,ABrsgp,C=Cc1ccc(C[N+]2(C)CCOCC2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4-methyl-4-(4'-vinylbenzyl)morpholinium bis(trifluoromethanesulfonyl)amide,,,,,,
BEHSM,Zajac et al. (2019),Normal melting temperature,Crystal,ACICMy,C=Cc1ccc(C[N+](CCCC)(CCCC)CCCC)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tri-n-butyl(4-vinylbenzyl)ammonium bis(trifluoromethanesulfonyl)amide,,,,,,
JBWzH,Zarrougui et al. (2015),Normal melting temperature,Crystal,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,,,,
fJjcr,Zawadzki and Domanska (2012),Normal melting temperature,Crystal,ABwZVu,CCCCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-octylquinolinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
WjvWc,Zawadzki et al. (2016),Normal melting temperature,Crystal 1,AAtpNd,CCCC[N+]1(C)CCOCC1.[Br-],4-butyl-4-methylmorpholinium bromide,,,,,,
MIMoh,Zawadzki et al. (2016),Normal melting temperature,Crystal 1,AArFNJ,CCC[N+]1(C)CCOCC1.[Br-],4-methyl-4-propylmorpholinium bromide,,,,,,
UuZXr,Zawadzki et al. (2016),Normal melting temperature,Crystal 1,AAwZYf,CCCCC[N+]1(C)CCOCC1.[Br-],4-methyl-4-pentylmorpholinium bromide,,,,,,
RoXsK,Zawadzki et al. (2016),Normal melting temperature,Crystal 1,AAwGGR,CCCCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-pentylpiperidinium bromide,,,,,,
aZPRV,Zawadzki et al. (2020),Normal melting temperature,Crystal,ABBIqQ,CCCCCC[N+](CC)(CC)CC.N#C[C-](C#N)C#N,"N,N,N-triethylhexan-1-aminium tricyanomethanide",,,,,,
DZrXJ,Zawadzki et al. (2020),Normal melting temperature,Crystal 1,ABdzaK,C[N+]1(CCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-(2-hydroxyethyl)-N-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide,,,,,,
kPtmq,Zawadzki et al. (2020),Normal melting temperature,Crystal 1,ABMaTD,CCCCCC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,"N,N,N-triethylhexan-1-aminium trifluoromethanesulfonate",,,,,,
UKUQL,Zawadzki et al. (2020),Normal melting temperature,Crystal 1,ABXOns,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([O-])C(F)(F)F,N-decyl-N-methylmorpholinium trifluoromethanesulfonate,,,,,,
pjlyA,Zawadzki et al. (2020),Normal melting temperature,Crystal,ABavFV,C[N+]1(CCO)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-hydroxyethyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)amide,,,,,,
ytcQI,Zawadzki et al. (2020),Normal melting temperature,Crystal 1,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,,,,,,
ICBgK,Zeng et al. (2015),Normal melting temperature,Crystal,ABkIIX,CCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-heptylpyridinium bis(trifluoromethylsulfonyl)amide,,,,,,
hnMlC,Zeng et al. (2015),Normal melting temperature,Crystal,ABsNls,CCCCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decylpyridinium bis(trifluoromethylsulfonyl)imide,,,,,,
PwxGa,Zeng et al. (2015),Normal melting temperature,Crystal,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
ZkcnR,Zhang et al. (2006a),Normal melting temperature,Crystal,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
KivoJ,Zhang et al. (2007a),Normal melting temperature,Crystal 1,AApIGa,C[N+](C)(C)CCCC#N.F[B-](F)(F)F,Butyronitriletrimethylammonium tetrafluoroborate,,,,,,
tVLZM,Zhang et al. (2007a),Normal melting temperature,Crystal,AAjGTr,N#CCCC[n+]1ccccc1.[Cl-],N-butyronitrile pyridinium chloride,,,,,,
gkoss,Zhang et al. (2007a),Normal melting temperature,Crystal 1,ABaREU,C[N+](C)(C)CCCC#N.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyronitriletrimethylammonium bis(trifluoromethanesulfonyl)imide,,,,,,
NLIwx,Zhang et al. (2007a),Normal melting temperature,Crystal,ABEJrT,F[P-](F)(F)(F)(F)F.N#CCCC[n+]1ccccc1,N-butyronitrile pyridinium hexafluorophosphate,,,,,,
bJIjd,Zhang et al. (2007a),Normal melting temperature,Crystal 1,AAtAtP,F[B-](F)(F)F.N#CCCC[n+]1ccccc1,N-butyronitrile pyridinium tetrafluoroborate,,,,,,
HGrMP,Zhang et al. (2007a),Normal melting temperature,Crystal 1,ABHXQB,Cc1n(CCCC#N)cc[n+]1C.F[P-](F)(F)(F)(F)F,"1-butyronitrile-2,3-dimethylimidazolium hexafluorophosphate",,,,,,
Cofkc,Zhang et al. (2007a),Normal melting temperature,Crystal 1,AAjkls,CCCC[n+]1cccc(C)c1.[Cl-],3-(3-cyanopropyl)-1-methylimidazolium chloride,,,,,,
NYmBs,Zhang et al. (2007a),Normal melting temperature,Crystal 1,ABEnam,C[n+]1ccn(CCCC#N)c1.F[P-](F)(F)(F)(F)F,1-butyronitrile-3-methylimidazolium hexafluorophosphate,,,,,,
KjlVU,Zhang et al. (2007a),Normal melting temperature,Crystal,ABARWq,C[N+](C)(C)CCCC#N.F[P-](F)(F)(F)(F)F,Butyronitriletrimethylammonium hexafluorophosphate,,,,,,
AMrrn,Zhang et al. (2007b),Normal melting temperature,Crystal 1,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,
pUDlP,Zhang et al. (2009d),Normal melting temperature,Crystal 1,ABYVNY,CC[S+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,S-ethyltetrahydrothiophenium bis(trifluoromethylsulfonyl)imide,,,,,,
jREcs,Zhang et al. (2009e),Normal melting temperature,Crystal,ABbFQf,CCC[S+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-propyltetrahydro-1H-thiophen-1-ium bis((trifluoromethyl)sulfonyl)amide,,,,,,
LQoHK,Zhang et al. (2009e),Normal melting temperature,Crystal,ABYVNY,CC[S+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,S-ethyltetrahydrothiophenium bis(trifluoromethylsulfonyl)imide,,,,,,
HAVcx,Zhang et al. (2018i),Normal melting temperature,Crystal,ABVFmC,Cc1n(C)cc[n+]1CC[n+]1ccn(C)c1C.[Br-].[Br-],"1,2-bis(2,3-dimethylimidazolium-1-yl)ethane dibromide",,,,,,
CZssV,Zhang et al. (2018i),Normal melting temperature,Crystal,ABVFhr,C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(butane-1,4-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",,,,,,
SgRgC,Zhang et al. (2018i),Normal melting temperature,Crystal,ABVFED,CCn1cc[n+](CC[n+]2ccn(CC)c2)c1.[Br-].[Br-],"1,2-bis(3-ethylimidazolium-1-yl)ethane dibromide",,,,,,
ZQeMa,Zhang et al. (2018i),Normal melting temperature,Crystal,ABfuhn,CCCCn1cc[n+](CC[n+]2ccn(CCCC)c2)c1.[Br-].[Br-],"1,2-bis(3-butylimidazolium-1-yl)ethane dibromide",,,,,,
vFPxd,Zhang et al. (2019a),Normal melting temperature,Crystal,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",,,,,,
kiKbB,Zhang et al. (2019a),Normal melting temperature,Crystal,ABaZrZ,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(hexane-1,6-diyl)bis(3-methyl-1H-imidazol-3-ium) bromide",,,,,,
QnPiF,Zhang et al. (2019a),Normal melting temperature,Crystal,ABXpAB,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",,,,,,
gJnSG,Zhang et al. (2019a),Normal melting temperature,Crystal,ABVFhr,C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(butane-1,4-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",,,,,,
kFfiU,Zhang et al. (2021b),Normal melting temperature,Crystal,ABnYaD,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCCCC)[N+]1=CC=CC=C1,N-decylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,,,,,,
cwKDP,Zhang et al. (2021b),Normal melting temperature,Crystal,ABstOI,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCCCCCC)[N+]1=CC=CC=C1,N-dodecylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,,,,,,
OPnLM,Zhang et al. (2021b),Normal melting temperature,Crystal,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,,,,,,
MogzM,Zheng et al. (2016b),Normal melting temperature,Crystal,AAkKPA,CCC[n+]1ccccc1.N#C[N-]C#N,1-propylpyridinium dicyanamide,,,,,,
yFhTq,Zheng et al. (2016b),Normal melting temperature,Crystal,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,,,,
